book,author,recommended_by,podcast_number
Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt and Stephen J. Dubner,Stephen Dubner,199
"Holy Bible, King James Version",Zondervan,Stephen Dubner,199
The Epic of Gilgamesh,Anonymous,Stephen Dubner,199
The Odyssey,Homer,Stephen Dubner,199
The Complete Works of William Shakespeare,William Shakespeare,Stephen Dubner,199
Choosing My Religion: A Memoir of a Family Beyond Belief,Stephen J. Dubner,Stephen Dubner,199
A Tree Grows in Brooklyn,Betty Smith,Stephen Dubner,199
Ring: A biography of Ring Lardner,Jonathan Yardley,Stephen Dubner,199
The 4-Hour Workweek,Timothy Ferriss,Charles Poliquin,198
The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller and Jay Papasan,Charles Poliquin,198
Jailhouse Strong,Josh Bryant and Adam benShea,Charles Poliquin,198
The 4 Hour Body,Timothy Ferriss,,197
Body by Science,John R. Little and Doug McGuff,,197
The Loom of Language,Frederick Bodmer,,197
In Other Words: The Science And Psychology Of Second-language Acquisition,Ellen Bialystok and Kenji Hakuta,,197
One Piece Box Set: East Blue and Baroque Works,Eiichiro Oda,,197
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk!,Al Ries and Jack Trout,,197
Blue Ocean Strategy,W. Chan Kim and Rene Mauborgne,,197
"Bad Science: Quacks, Hacks, and Big Pharma Flacks",Ben Goldacre,,197
The 4-Hour Workweek,Timothy Ferriss,,197
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,,197
Secrets of Power Negotiating,Roger Dawson,,197
Getting Past No: Negotiating in Difficult Situations,William Ury,,197
On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,,197
The Magic of Thinking Big,David J. Schwartz,,197
Tools of Titans,Timothy Ferriss,,197
The Subtle Art of Not Giving a F*ck,Mark Manson,,197
Levels of the Game,John McPhee,,197
Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,,197
Submit Everyone,Kevin Howell and Dave Camarillo,Dave Camarillo,196
The Magic of Thinking Big,David J. Shwartz,Dave Camarillo,196
The 80/20 Principle and 92 Other Powerful Laws of Nature,Richard Koch,Dave Camarillo,196
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,Dave Camarillo,196
Tribe: On Homecoming and Belonging,Sebastian Junger,Dave Camarillo,196
Gratitude,Oliver Sacks,Dave Camarillo,196
Less Is More: An Anthology of Ancient & Modern Voices Raised in Praise of Simplicity,Goldian VandenBroeck,Dave Camarillo,196
Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,Dave Camarillo,196
Japanese Chess: The Game of Shogi,Trevor Leggett,Dave Camarillo,196
Dune,Frank Herbert,Dave Camarillo,196
Zorba the Greek,Nikos Kazantzakis,Dave Camarillo,196
The Art Of War,Sun Tzu,Dave Camarillo,196
On War,Carl von Clausewitz,Dave Camarillo,196
About Face: The Odyssey of an American Warrior,Colonel David H. Hackworth and Julie Sherman,Dave Camarillo,196
Happy Money: The Science of Happier Spending,Elizabeth Dunn and Michael Norton,Dave Camarillo,196
The Hobbit,J. R. R. Tolkien,Dave Camarillo,196
Rework,Jason Fried and David Heinemeier Hansson,David Heinemeier Hansson,195
Remote: Office Not Required,Jason Fried and David Heinemeier Hansson,David Heinemeier Hansson,195
The 4-Hour Workweek,Timothy Ferriss,David Heinemeier Hansson,195
Levels of the Game,John McPhee,David Heinemeier Hansson,195
The Big Short: Inside the Doomsday Machine,Michael Lewis,David Heinemeier Hansson,195
Core Archery: Shooting With Proper Back Tension,Larry Wise,David Heinemeier Hansson,195
The Age of Absurdity: Why Modern Life makes it Hard to be Happy,Michael Foley,David Heinemeier Hansson,195
A Guide to the Good Life: The Ancient Art of Stoic Joy,William B. Irvine,David Heinemeier Hansson,195
Punished by Rewards,Alfie Kohn,David Heinemeier Hansson,195
The Myth of the Spoiled Child,Alfie Kohn,David Heinemeier Hansson,195
Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,David Heinemeier Hansson,195
Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,David Heinemeier Hansson,195
The Origins of Political Order: From Prehuman Times to the French Revolution,Francis Fukuyama,David Heinemeier Hansson,195
Political Order and Political Decay,Francis Fukuyama,David Heinemeier Hansson,195
Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,David Heinemeier Hansson,195
"Understanding Exposure, Fourth Edition: How to Shoot Great Photographs with Any Camera",Bryan Peterson,David Heinemeier Hansson,195
Suggestible You,Erik Vance,Erik Vance,194
The Serpent and the Rainbow,Wade Davis,Erik Vance,194
Healing Back Pain: The Mind-Body Connection,John E. Sarno,Erik Vance,194
Navigating Metabolism,Navdeep Chandel,"Peter Attia, David M. Sabatini and Navdeep S. Chandel, Ph.D",193
Siddhartha,Hermann Hesse,"Peter Attia, David M. Sabatini and Navdeep S. Chandel, Ph.D",193
Lincoln: A Novel,Gore Vidal,"Peter Attia, David M. Sabatini and Navdeep S. Chandel, Ph.D",193
Burr: A Novel,Gore Vidal,"Peter Attia, David M. Sabatini and Navdeep S. Chandel, Ph.D",193
The Satanic Verses: A Novel,Salman Rushdie,"Peter Attia, David M. Sabatini and Navdeep S. Chandel, Ph.D",193
The Mythical Man-Month,Frederick P. Brooks Jr.,"Peter Attia, David M. Sabatini and Navdeep S. Chandel, Ph.D",193
Grit: The Power of Passion and Perseverance,Angela Duckworth,,192
How to Win Friends & Influence People,Dale Carnegie,,192
Open: An Autobiography,Andre Agassi,,192
The Hero's Journey,Joseph Campbell,,192
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman and Ralph Leighton,,192
Benjamin Franklin: An American Life,Walter Isaacson,,192
Abundance: The Future Is Better Than You Think,Peter H. Diamandis and Steven Kotler,,192
Tools of Titans,Timothy Ferriss,,192
The E-Myth Revisited,Michael E. Gerber,,192
The 4-Hour Chef,Timothy Ferriss,,191
Chinese Primer: Character Text,"Ta-tuan Ch'en, Hai-tao Tang, Yih-jian Tai and Perry Link",,191
The Book of Five Rings,Miyamoto Musashi,,191
Daring Greatly,Bren Brown,Matt Mullenweg,190
Becoming Wise: An Inquiry into the Mystery and Art of Living,Krista Tippett,Matt Mullenweg,190
Search Inside Yourself,"Chade-Meng Tan, Daniel Goleman and Jon Kabat-Zinn",Matt Mullenweg,190
The New Yorker,The New Yorker,Matt Mullenweg,190
Brave New World,Aldous Huxley,Matt Mullenweg,190
1984,George Orwell,Matt Mullenweg,190
Amusing Ourselves to Death,Neil Postman,Matt Mullenweg,190
Tools of Titans,Timothy Ferriss,Shay Carl,189
Outliers: The Story of Success,Malcolm Gladwell,Shay Carl,189
The Richest Man in Babylon,George S. Clason,Shay Carl,189
Arnold: The Education of a Bodybuilder,Arnold Schwarzenegger,Dom DÕAgostino,188
Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink and Leif Babin,Jocko Willink,187
About Face: The Odyssey of an American Warrior,Colonel David H. Hackworth and Julie Sherman,Jocko Willink,187
With the Old Breed: At Peleliu and Okinawa,E.B. Sledge,Jocko Willink,187
Beyond Band of Brothers: The War Memoirs of Major Dick Winters,Dick Winters and Cole C. Kingseed,Jocko Willink,187
I Remember The Last War,Bob Hoffman,Jocko Willink,187
Steel My Soldiers' Hearts,Col. David H. Hackworth,Jocko Willink,187
Platoon Leader: A Memoir of Command in Combat,James R. McDonough,Jocko Willink,187
The Killing Zone: My Life in the Vietnam War,Frederick Downs Jr.,Jocko Willink,187
They Call Me Supermensch,Shep Gordon,Shep Gordon,184
"L.A. Son: My Life, My City, My Food","Roy Choi, Tien Nguyen and Natasha Phan",Shep Gordon,184
Even This I Get to Experience,Norman Lear,Shep Gordon,184
Life,Keith Richards and James Fox,Shep Gordon,184
something to food about: Exploring Creativity with Innovative Chefs,Questlove and Ben Greenman,Shep Gordon,184
Chimpanzee Politics: Power and Sex among Apes,Frans de de Waal,Cal Fussman,183
The 4-Hour Chef,Timothy Ferriss,Jason Nemer,182
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman and Ralph Leighton,Jason Nemer,182
The Prophet,Kahlil Gibran,Jason Nemer,182
Tao Te Ching,"Lao Tzu, Sam Torode and Ancient Renewal",Jason Nemer,182
The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,,181
The Effective Executive,Peter F. Drucker,,181
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,,181
Ego Is the Enemy,Ryan Holiday,Ryan Holiday,179
Moby Dick,Herman Melville,Ryan Holiday,179
MONEY Master the Game: 7 Simple Steps to Financial Freedom,Tony Robbins,Tony Robbins,178
Don't Sweat the Small Stuff . . . and It's All Small Stuff,Richard Carlson,Tony Robbins,178
Tribes: We Need You to Lead Us,Seth Godin,Seth Godin,177
Small Is the New Big,Seth Godin,Seth Godin,177
Purple Cow,Seth Godin,Seth Godin,177
Sleepwalk with Me: and Other Painfully True Stories,Mike Birbiglia,Mike Birbiglia,176
English as a Second F*cking Language,Sterling Johnson,Mike Birbiglia,176
The Promise of Sleep,William C. Dement,Mike Birbiglia,176
The Secret,Rhonda Byrne,Mike Birbiglia,176
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Mike Birbiglia,176
The Five Minute Journal: A Happier You in 5 Minutes a Day,Intelligent Change,,175
Don't Shoot the Dog: The New Art of Teaching and Training,Karen Pryor,,175
Waking Up: A Guide to Spirituality Without Religion,Sam Harris,,175
What I Learned Losing a Million Dollars,Jim Paul,,175
Sapiens: A Brief History of Humankind,Yuval Noah Harari,,175
Benjamin Franklin: An American Life,Walter Isaacson,,175
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman and Ralph Leighton,,175
The Life and Loves of a He Devil,Graham Norton,Nicholas McCarthy,174
I Put A Spell On You,Nina Simone,Nicholas McCarthy,174
Open: An Autobiography,Andre Agassi,Nicholas McCarthy,174
Kelly Hoppen: How to Achieve the Home of Your Dreams,Kelly Hoppen M.B.E. and Helen Chislett,Nicholas McCarthy,174
The Complete Thomas Keller: The French Laundry Cookbook & Bouchon,Thomas Keller,Chris Young,173
On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee,Chris Young,173
Snow Crash,Neal Stephenson,Chris Young,173
Cryptonomicon,Neal Stephenson,Chris Young,173
Seveneves: A Novel,Neal Stephenson,Chris Young,173
Modernist Cuisine: The Art and Science of Cooking,"Nathan Myhrvold, Chris Young and Maxime Bilet",Chris Young,173
Essential Cuisine,Michel Bras,Chris Young,173
Best Food Writing 2002,Holly Hughes,Chris Young,173
The Second Law,P. W. Atkins,Chris Young,173
High Output Management,Andrew S. Grove,Chris Young,173
"Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions",Dan Ariely,Chris Young,173
Six Thinking Hats,Edward de Bono,Chris Young,173
"The Last Lion Box Set: Winston Spencer Churchill, 1874 - 1965",William Manchester,Chris Young,173
The Ketogenic Diet: A Treatment for Children and Others with Epilepsy,"John Freeman MD, Eric Kossoff and Millicent Kelly",Dom DÕAgostino,172
Get Some Headspace,Andy Puddicombe,Kevin Rose,171
How to Get Filthy Rich in Rising Asia,Mohsin Hamid,Kevin Rose,171
Night Sky with Exit Wounds,Ocean Vuong,Kevin Rose,171
Vagabonding,Rolf Potts,Kevin Rose,171
Moonwalking with Einstein,Joshua Foer,Kevin Rose,171
Your Memory : How It Works and How to Improve It,Kenneth L. Higbee Ph.D.,Kevin Rose,171
The Mind of a Mnemonist,Aleksandr R. Luria,Kevin Rose,171
Tribe: On Homecoming and Belonging,Sebastian Junger,Kevin Rose,171
The Miracle of Mindfulness,Thich Nhat Hanh,Kevin Rose,171
The Wisdom of Crowds,James Surowiecki,Kevin Rose,171
Green Eggs and Ham,Dr.Seuss,Kevin Rose,171
As a Man Thinketh,James Allen,Shay Carl,170
How to Win Friends & Influence People,Dale Carnegie,Shay Carl,170
Think and Grow Rich,Napoleon Hill and Ben Holden-Crowther,Shay Carl,170
How to Stop Worrying and Start Living,Dale Carnegie,Shay Carl,170
The Fault in Our Stars,John Green,Shay Carl,170
Looking for Alaska,John Green,Shay Carl,170
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,Shay Carl,170
Rich Dad Poor Dad,Robert T. Kiyosaki,Shay Carl,170
The 7 Habits of Highly Effective People,Stephen R. Covey,Shay Carl,170
Ego Is the Enemy,Ryan Holiday,Ryan Holiday,169
The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,Ryan Holiday,169
Growth Hacker Marketing,Ryan Holiday,Ryan Holiday,169
Small Giants: Companies That Choose to Be Great Instead of Big,Bo Burlingham,Ryan Holiday,169
"Sherman: Soldier, Realist, American",B. H. Liddell Hart,Ryan Holiday,169
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Ryan Holiday,169
Isocrates,Isocrates,Ryan Holiday,169
Howard Hughes: His Life and Madness,Donald L. Barlett and James B. Steele,Ryan Holiday,169
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic",Ashlee Vance,Ryan Holiday,169
Fahrenheit 451,Ray Bradbury,Ryan Holiday,169
Dilbert,Scott Adams,Ryan Holiday,169
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,Malcolm Gladwell,168
What the Dog Saw: And Other Adventures,Malcolm Gladwell,Malcolm Gladwell,168
Outliers: The Story of Success,Malcolm Gladwell,Malcolm Gladwell,168
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Malcolm Gladwell,168
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Malcolm Gladwell,168
The Big Short: Inside the Doomsday Machine,Michael Lewis,Malcolm Gladwell,168
Moneyball: The Art of Winning an Unfair Game,Michael Lewis,Malcolm Gladwell,168
Strangers to Ourselves: Discovering the Adaptive Unconscious,Timothy D. Wilson,Malcolm Gladwell,168
Merchant Princes,Leon A. Harris,Malcolm Gladwell,168
Creative Whack Pack,Roger Von Oech,Malcolm Gladwell,168
The Checklist Manifesto: How to Get Things Right,Atul Gawande,Malcolm Gladwell,168
Fahrenheit 451,Ray Bradbury,Jamie Foxx,167
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Jamie Foxx,167
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Jamie Foxx,167
"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,Jamie Foxx,167
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk!,Al Ries and Jack Trout,Jamie Foxx,167
Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,Jamie Foxx,167
Working On My Novel,Cory Arcangel,Jamie Foxx,167
How to Get Filthy Rich in Rising Asia,Mohsin Hamid,Jamie Foxx,167
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk!,Al Ries and Jack Trout,Ramit Sethi,166
Blue Ocean Strategy,W. Chan Kim,Ramit Sethi,166
Getting Past No: Negotiating in Difficult Situations,William Ury,Ramit Sethi,166
Getting to Yes: Negotiating Agreement Without Giving In,"Roger Fisher, William L. Ury and Bruce Patton",Ramit Sethi,166
Secrets of Power Negotiating audio,Roger Dawson,Ramit Sethi,166
Ego Is the Enemy,Ryan Holiday,Ryan Holiday,165
The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,Ryan Holiday,165
The Life Of Belisarius,Lord Mahon,Ryan Holiday,165
Epigrams: With parallel Latin text,Martial,Ryan Holiday,165
"Benjamin Franklin: Silence Dogood, the Busy-Body, and Early Writings (Library of America)",Benjamin Franklin,Ryan Holiday,165
The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,Kevin Kelly,Kevin Kelly,164
"Out of Control: The New Biology of Machines, Social Systems, & the Economic World",Kevin Kelly,Kevin Kelly,164
Future Shock,Alvin Toffler,Kevin Kelly,164
Regional Advantage: Culture and Competition in Silicon Valley and Route 128,AnnaLee Saxenian,Kevin Kelly,164
What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry,John Markoff,Kevin Kelly,164
The Life-Changing Magic of Tidying Up,Marie Kond_,Kevin Kelly,164
It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff,Peter Walsh,Kevin Kelly,164
Cool Tools: A Catalog of Possibilities,Kevin Kelly,Kevin Kelly,164
The Qur'an,,Kevin Kelly,164
The Essential Rumi,Jalal al-Din Rumi,Kevin Kelly,164
The Sound of the One Hand,Yoel Hoffman,Kevin Kelly,164
The Hard Thing About Hard Things,Ben Horowitz,Marc Andreessen,163
The Four Steps to the Epiphany,Steve Blank,Marc Andreessen,163
High Output Management,Andrew S. Grove,Marc Andreessen,163
Only the Paranoid Survive,Andrew S. Grove,Marc Andreessen,163
"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel and Blake Masters,Marc Andreessen,163
Benjamin Franklin: An American Life,Walter Isaacson,Marc Andreessen,163
Walt Disney: The Triumph of the American Imagination,Neal Gabler,Marc Andreessen,163
Schulz and Peanuts: A Biography,David Michaelis,Marc Andreessen,163
The Wizard of Menlo Park,Randall E. Stross,Marc Andreessen,163
FRANKENSTEIN or The Modern Prometheus,Mary Wollstonecraft Shelley,Marc Andreessen,163
Smart People Should Build Things,Andrew Yang,Marc Andreessen,163
Born Standing Up,Steve Martin,Marc Andreessen,163
"Thomas Paine: Enlightenment, Revolution, and the Birth of Modern Nations",Craig Nelson,Sebastian Junger,161
Letters from a Stoic,Lucius Annaeus Seneca,Sebastian Junger,161
At Play in the Fields of the Lord,Peter Matthiessen,Sebastian Junger,161
The Snow Leopard,Peter Matthiessen,Sebastian Junger,161
Sapiens: A Brief History of Humankind,Yuval Noah Harari,Sebastian Junger,161
A People's History of the United States,Howard Zinn,Alex Honnold,160
"Sacred Economics: Money, Gift, and Society in the Age of Transition","Sacred Economics: Money, Gift, and Society in the Age of Transition",Alex Honnold,160
Cat's Cradle,Kurt Vonnegut,Chase Jarvis,159
Play It Away: A Workaholic's Cure for Anxiety,Charlie Hoehn,Chase Jarvis,159
Chimpanzee Politics: Power and Sex among Apes,Frans de de Waal,Chase Jarvis,159
Waking Up: A Guide to Spirituality Without Religion,Sam Harris,Chase Jarvis,159
The Paradox of Choice: Why More Is Less,Barry Schwartz,Chase Jarvis,159
Letters from a Stoic,Lucius Annaeus Seneca,Chase Jarvis,159
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman and Ralph Leighton,Chase Jarvis,159
Stranger in a Strange Land,Robert A. Heinlein,Christopher Sommer,158
